route,route_group,required_permission,capability_key,module_key,plan_requirement,scope_requirement,mutation_read_only,canonical_roles_allowed,legacy_compatibility,backend_guard,frontend_guard,expected_access,finding
/privacidad/dpia,operations-resilience,privacy.read,grc.phase2,integrated_grc,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/privacidad/solicitudes,operations-resilience,privacy.read,grc.phase2,integrated_grc,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/procesos,operations-resilience,operations.dashboard.read,grc.phase3,operations_grc,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/procesos/[id],operations-resilience,operations.dashboard.read,grc.phase3,operations_grc,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/proveedores,operations-resilience,suppliers.read,tprm.suppliers,integrated_grc,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/proveedores/[id],operations-resilience,suppliers.read,tprm.suppliers,integrated_grc,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/proveedores/cuestionarios,operations-resilience,suppliers.read,tprm.suppliers,integrated_grc,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/proveedores/evaluaciones,operations-resilience,suppliers.read,tprm.suppliers,integrated_grc,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/reportes/generaciones,reports,reports.read,reporting.studio,report_studio,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,executive",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/reportes/studio,reports,reports.read,reporting.studio,report_studio,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,executive",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/riesgo-cuantitativo,risk-control,quantitative_risk.read,risk.quantitative,risk_manager,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/riesgo-cuantitativo/[id],risk-control,quantitative_risk.read,risk.quantitative,risk_manager,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/riesgos,risk-control,risk_matrix.view,iso.risk,risks,ISO_OR_HIGHER,tenant,read_only,"tenant_admin,auditor,area_owner,executive",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_ISO_RISK_ENTITLED,NO_FAILURE
/servicios,operations-resilience,operations.dashboard.read,grc.phase3,operations_grc,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/servicios/[id],operations-resilience,operations.dashboard.read,grc.phase3,operations_grc,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/soa,compliance,framework.read,iso.compliance,iso,ISO_OR_HIGHER,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_ISO_ENTITLED,NO_FAILURE
/tests,risk-control,assurance_tests.read,assurance.testing,assurance_loss,GRC_ONLY_OR_EXPLICIT_ADDON,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_GRC_ADVANCED_ENTITLED,NO_FAILURE
/unidades,operations-resilience,operations.dashboard.read,grc.phase3,operations_grc,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/unidades/[id],operations-resilience,operations.dashboard.read,grc.phase3,operations_grc,ISO_RIESGO_OPERATIVO_OR_GRC,tenant,read_only,"tenant_admin,auditor,area_owner",preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_IF_OPERATIONAL_RISK_ENTITLED,NO_FAILURE
/usuarios,administration,users.manage,tenant.admin,core,ANY_ACTIVE_COMMERCIAL_TENANT,tenant_admin,read_only,tenant_admin,preserve_effective_legacy_role_no_privilege_escalation,rbac.middleware + commercialEntitlement.middleware,AppLayout + mvpPermissions + useTenantEntitlements,ALLOW_TENANT_ADMIN_ONLY,NO_FAILURE
